time,strike,c_price,c_delta,c_gamma,c_dgamma,p_price,p_delta,p_gamma,p_dgamma,iv_c,iv_p
2026-03-29 00:22:24,6485,91.30,―,―,―,125.10,―,―,―,―,―
2026-03-29 00:22:24,6490,84.50,―,―,―,192.00,―,―,―,―,―
2026-03-29 00:22:24,6495,80.00,―,―,―,187.80,―,―,―,―,―
2026-03-29 00:22:24,6500,75.00,―,―,―,210.00,―,―,―,―,―
2026-03-29 00:22:24,6505,―,―,―,―,158.40,―,―,―,―,―
2026-03-29 00:22:24,6510,―,―,―,―,171.10,―,―,―,―,―
2026-03-29 00:22:24,6515,78.50,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:24,6520,―,―,―,―,181.80,―,―,―,―,―
2026-03-29 00:22:24,6525,82.50,―,―,―,175.50,―,―,―,―,―
2026-03-29 00:22:24,6530,71.50,―,―,―,207.60,―,―,―,―,―
2026-03-29 00:22:24,6535,72.70,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:24,6540,70.70,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:24,6545,―,―,―,―,230.00,―,―,―,―,―
2026-03-29 00:22:24,6550,63.70,―,―,―,199.80,―,―,―,―,―
2026-03-29 00:22:24,6555,―,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:24,6560,60.30,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:24,6565,56.00,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:24,6570,56.50,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:24,6575,49.20,―,―,―,213.00,―,―,―,―,―
2026-03-29 00:22:39,6375,136.00,―,―,―,137.30,―,―,―,―,―
2026-03-29 00:22:39,6380,140.70,―,―,―,124.70,―,―,―,―,―
2026-03-29 00:22:39,6385,136.70,―,―,―,116.50,―,―,―,―,―
2026-03-29 00:22:39,6390,127.90,―,―,―,151.60,―,―,―,―,―
2026-03-29 00:22:39,6395,138.00,―,―,―,152.90,―,―,―,―,―
2026-03-29 00:22:39,6400,119.10,―,―,―,145.60,―,―,―,―,―
2026-03-29 00:22:39,6405,―,―,―,―,156.00,―,―,―,―,―
2026-03-29 00:22:39,6410,118.70,―,―,―,158.00,―,―,―,―,―
2026-03-29 00:22:39,6415,125.80,―,―,―,152.80,―,―,―,―,―
2026-03-29 00:22:39,6420,113.60,―,―,―,153.30,―,―,―,―,―
2026-03-29 00:22:39,6425,128.90,―,―,―,154.50,―,―,―,―,―
2026-03-29 00:22:39,6430,108.60,―,―,―,167.70,―,―,―,―,―
2026-03-29 00:22:39,6435,113.90,―,―,―,140.40,―,―,―,―,―
2026-03-29 00:22:39,6440,108.00,―,―,―,175.20,―,―,―,―,―
2026-03-29 00:22:39,6445,127.80,―,―,―,140.60,―,―,―,―,―
2026-03-29 00:22:39,6450,95.20,―,―,―,171.30,―,―,―,―,―
2026-03-29 00:22:39,6455,114.00,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:39,6460,98.20,―,―,―,134.90,―,―,―,―,―
2026-03-29 00:22:39,6465,93.00,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:39,6470,116.10,―,―,―,150.00,―,―,―,―,―
2026-03-29 00:22:39,6475,92.90,―,―,―,176.10,―,―,―,―,―
2026-03-29 00:22:39,6480,86.50,―,―,―,177.00,―,―,―,―,―
2026-03-29 00:22:39,6485,91.30,―,―,―,125.10,―,―,―,―,―
2026-03-29 00:22:39,6490,84.50,―,―,―,192.00,―,―,―,―,―
2026-03-29 00:22:39,6495,80.00,―,―,―,187.80,―,―,―,―,―
2026-03-29 00:22:39,6500,75.00,―,―,―,210.00,―,―,―,―,―
2026-03-29 00:22:39,6505,―,―,―,―,158.40,―,―,―,―,―
2026-03-29 00:22:39,6510,―,―,―,―,171.10,―,―,―,―,―
2026-03-29 00:22:39,6515,78.50,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:39,6520,―,―,―,―,181.80,―,―,―,―,―
2026-03-29 00:22:39,6525,82.50,―,―,―,175.50,―,―,―,―,―
2026-03-29 00:22:39,6530,71.50,―,―,―,207.60,―,―,―,―,―
2026-03-29 00:22:39,6535,72.70,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:39,6540,70.70,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:39,6545,―,―,―,―,230.00,―,―,―,―,―
2026-03-29 00:22:39,6550,63.70,―,―,―,199.80,―,―,―,―,―
2026-03-29 00:22:39,6555,―,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:39,6560,60.30,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:39,6565,56.00,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:39,6570,56.50,―,―,―,―,―,―,―,―,―
2026-03-29 00:22:39,6575,49.20,―,―,―,213.00,―,―,―,―,―
2026-03-29 00:22:54,6375,136.00,―,―,―,137.30,―,―,―,―,―
2026-03-29 00:22:54,6380,140.70,―,―,―,124.70,―,―,―,―,―
2026-03-29 00:22:54,6385,136.70,―,―,―,116.50,―,―,―,―,―
2026-03-29 00:22:54,6390,127.90,―,―,―,151.60,―,―,―,―,―
2026-03-29 00:22:54,6395,138.00,―,―,―,152.90,―,―,―,―,―
2026-03-29 00:22:54,6400,119.10,―,―,―,145.60,―,―,―,―,―
2026-03-29 00:22:54,6405,―,―,―,―,156.00,―,―,―,―,―
2026-03-29 00:22:54,6410,118.70,―,―,―,158.00,―,―,―,―,―
2026-03-29 00:22:54,6415,125.80,―,―,―,152.80,―,―,―,―,―
2026-03-29 00:22:54,6420,113.60,―,―,―,153.30,―,―,―,―,―
2026-03-29 00:22:54,6425,128.90,―,―,―,154.50,―,―,―,―,―
2026-03-29 00:22:54,6430,108.60,―,―,―,167.70,―,―,―,―,―
